DATE,NZD
2015-12-01,1.4819205690574986
2016-01-01,1.5304560759106214
2016-02-01,1.5076134479119554
2016-03-01,1.4825796886582654
2016-04-01,1.4509576320371445
2016-05-01,1.4690759512266784
2016-06-01,1.42025280499929
2016-07-01,1.4021312394840157
2016-08-01,1.38217000691085
2016-09-01,1.3676148796498906
2016-10-01,1.398014818957081
2016-11-01,1.398014818957081
2016-12-01,1.4206563432305725
2017-01-01,1.4021312394840157
2017-02-01,1.3833171946327294
2017-03-01,1.4273479874393378
2017-04-01,1.4349261013057828
2017-05-01,1.439677512237259
2017-06-01,1.3825521913452232
2017-07-01,1.359064963305246
2017-08-01,1.3693002875530604
2017-09-01,1.3776002204160354
2017-10-01,1.42025280499929
2017-11-01,1.4522218995062446
2017-12-01,1.4355440712029859
2018-01-01,1.3768415255404105
2018-02-01,1.3689253935660506
2018-03-01,1.3777900248002204
2018-04-01,1.3804527885146327
2018-05-01,1.4382281029771322
2018-06-01,1.4405070584845865
2018-07-01,1.4729709824716455
2018-08-01,1.4994751836857099
2018-09-01,1.5156107911488328
2018-10-01,1.529753709652746
2018-11-01,1.4755791648221928
2018-12-01,1.4664906877841326
2019-01-01,1.474491300501327
2019-02-01,1.4641288433382136
2019-03-01,1.463057790782736
2019-04-01,1.4892032762472078
2019-05-01,1.5239256324291375
2019-06-01,1.5146925174189638
2019-07-01,1.4972301242701003
2019-08-01,1.554243083618278
2019-09-01,1.5760441292356187
2019-10-01,1.5780337699226763
2019-11-01,1.5632327653587619
2019-12-01,1.5153811183512653
2020-01-01,1.5149219815179518
2020-02-01,1.5649452269170578
2020-03-01,1.6512549537648613
2020-04-01,1.6625103906899417
2020-05-01,1.6428454082470838
2020-06-01,1.5508684863523572
2020-07-01,1.5167602002123464
2020-08-01,1.5151515151515151
2020-09-01,1.5003750937734435
2020-10-01,1.5064778547755349
2020-11-01,1.4585764294049008
2020-12-01,1.4098406880022556
2021-01-01,1.3888888888888888
2021-02-01,1.3802622498274673
2021-03-01,1.4013452914798206
2021-04-01,1.4031149151115476
2021-05-01,1.3840830449826989
2021-06-01,1.4072614691809737
2021-07-01,1.4324595330181922
2021-08-01,1.432870038687491
2021-09-01,1.4178363816815538
2021-10-01,1.4156285390713477
2021-11-01,1.4247043738424277
2021-12-01,1.4736221632773356
2022-01-01,1.483239394838327
2022-02-01,1.497454327643007
2022-03-01,1.4560279557367501
2022-04-01,1.4803849000740192
2022-05-01,1.564210855623338
2022-06-01,1.5743073047858942
2022-07-01,1.6139444803098772
2022-08-01,1.5959144589849983
2022-09-01,1.6897600540723217
2022-10-01,1.7534630896019638
2022-11-01,1.649892756970797
2022-12-01,1.5740594994490793
2023-01-01,1.5620118712902218
2023-02-01,1.5903307888040712
2023-03-01,1.6110842597067825
2023-04-01,1.6103059581320451
2023-05-01,1.60926939169617
2023-06-01,1.6299918500407498
2023-07-01,1.6046213093709885
2023-08-01,1.667778519012675
2023-09-01,1.686056314280897
2023-10-01,1.69664065151001
2023-11-01,1.665278934221482
2023-12-01,1.606941989394183
2024-01-01,1.6212710765239948
2024-02-01,1.6331863465621428
2024-03-01,1.64446637066272
2024-04-01,1.6786973308712438
2024-05-01,1.6485328058028355
2024-06-01,1.6289297931259163
2024-07-01,1.658374792703151
2024-08-01,1.6425755584756898
