DATE,AUD
2013-09-01,1.074922068150059
2013-10-01,1.0505305179115454
2013-11-01,1.0725010725010724
2013-12-01,1.1135857461024499
2014-01-01,1.1289230074508918
2014-02-01,1.1143302874972143
2014-03-01,1.1002310485201892
2014-04-01,1.0735373054213635
2014-05-01,1.07469102632993
2014-06-01,1.0678056593699947
2014-07-01,1.0650761529449355
2014-08-01,1.074229240519927
2014-09-01,1.1059500110595002
2014-10-01,1.1388224575788635
2014-11-01,1.1568718186024989
2014-12-01,1.2110936175366356
2015-01-01,1.2400793650793651
2015-02-01,1.2825445684237529
2015-03-01,1.294665976178146
2015-04-01,1.2919896640826873
2015-05-01,1.2672665061462425
2015-06-01,1.2961762799740766
2015-07-01,1.3500742540839745
2015-08-01,1.3708019191226868
2015-09-01,1.4166312508853947
2015-10-01,1.3888888888888888
2015-11-01,1.3993842709207949
2015-12-01,1.3798813302056023
2016-01-01,1.426330052774212
2016-02-01,1.4017381553125876
2016-03-01,1.3326226012793179
2016-04-01,1.3048016701461378
2016-05-01,1.3664935774801859
2016-06-01,1.3511687609782461
2016-07-01,1.3281976358082082
2016-08-01,1.310787783457858
2016-09-01,1.3173494928204452
2016-10-01,1.3131976362442548
2016-11-01,1.327668613913967
2016-12-01,1.361285053090117
2017-01-01,1.3395847287340923
2017-02-01,1.3048016701461378
2017-03-01,1.311991603253739
2017-04-01,1.3273161667109106
2017-05-01,1.3446282102998521
2017-06-01,1.322401481089659
2017-07-01,1.2809017548354042
2017-08-01,1.2634238787113077
2017-09-01,1.254075746175069
2017-10-01,1.2840267077555212
2017-11-01,1.3123359580052494
2017-12-01,1.307531380753138
2018-01-01,1.256913021618904
2018-02-01,1.271132579128003
2018-03-01,1.2888258796236627
2018-04-01,1.3014055179593962
2018-05-01,1.3289036544850499
2018-06-01,1.3336889837289942
2018-07-01,1.3508037282182899
2018-08-01,1.36518771331058
2018-09-01,1.3877324451845683
2018-10-01,1.4062719729995783
2018-11-01,1.3798813302056023
2018-12-01,1.3948946854512485
2019-01-01,1.3984058173682004
2019-02-01,1.4013452914798206
2019-03-01,1.412030499858797
2019-04-01,1.4062719729995783
2019-05-01,1.4398848092152627
2019-06-01,1.439677512237259
2019-07-01,1.4330753797649758
2019-08-01,1.4760147601476015
2019-09-01,1.467351430667645
2019-10-01,1.4710208884966167
2019-11-01,1.4647722279185587
2019-12-01,1.4520110352838682
2020-01-01,1.4596409283316303
2020-02-01,1.5006002400960385
2020-03-01,1.608234158893535
2020-04-01,1.5842839036755387
2020-05-01,1.5344483658124906
2020-06-01,1.4494854326714017
2020-07-01,1.4204545454545456
2020-08-01,1.3883104262113009
2020-09-01,1.3842746400885935
2020-10-01,1.404297149276787
2020-11-01,1.375515818431912
2020-12-01,1.327668613913967
2021-01-01,1.2943308309603936
2021-02-01,1.2898232942086933
2021-03-01,1.297016861219196
2021-04-01,1.2985326580963512
2021-05-01,1.2881617931212161
2021-06-01,1.3083867591259977
2021-07-01,1.3482540110556829
2021-08-01,1.3691128148959473
2021-09-01,1.3676148796498906
2021-10-01,1.3491635186184565
2021-11-01,1.368550704803613
2021-12-01,1.397624039133473
2022-01-01,1.392757660167131
2022-02-01,1.3948946854512485
2022-03-01,1.3561160835367507
2022-04-01,1.3579576317218902
2022-05-01,1.42025280499929
2022-06-01,1.4234875444839858
2022-07-01,1.4585764294049008
2022-08-01,1.4365752047119666
2022-09-01,1.49902563333833
2022-10-01,1.5698587127158556
2022-11-01,1.516070345664039
2022-12-01,1.4819205690574986
2023-01-01,1.4378145219266714
2023-02-01,1.4507471347744088
2023-03-01,1.4979029358897544
2023-04-01,1.4952153110047848
2023-05-01,1.5053439710973957
2023-06-01,1.4896469536719796
2023-07-01,1.483239394838327
2023-08-01,1.5417823003391922
2023-09-01,1.556420233463035
2023-10-01,1.5755475027572081
2023-11-01,1.5365703749231714
2023-12-01,1.4940983116689077
2024-01-01,1.5069318866787222
2024-02-01,1.5332720024532351
2024-03-01,1.5248551387618174
2024-04-01,1.5368065160596283
2024-05-01,1.5092061575611229
2024-06-01,1.5055706112616682
2024-07-01,1.498576352465158
2024-08-01,1.5019525382997898
