DATE,EUR
2013-08-01,0.751089079164789
2013-09-01,0.7482789583956899
2013-10-01,0.7328154770628755
2013-11-01,0.7412348973389667
2013-12-01,0.7295010213014298
2014-01-01,0.7343222205903951
2014-02-01,0.7317965605561654
2014-03-01,0.7231703789412786
2014-04-01,0.724112961622013
2014-05-01,0.7278550112817527
2014-06-01,0.735564545788893
2014-07-01,0.7389344565137073
2014-08-01,0.7510326699211416
2014-09-01,0.7758553805570642
2014-10-01,0.7888301648655044
2014-11-01,0.8017317405596087
2014-12-01,0.8110957904128477
2015-01-01,0.8609556607834696
2015-02-01,0.8810572687224669
2015-03-01,0.9242998428690267
2015-04-01,0.9240436148586213
2015-05-01,0.8954956568460642
2015-06-01,0.8907892392659896
2015-07-01,0.9093389106119851
2015-08-01,0.8979885057471265
2015-09-01,0.890551251224508
2015-10-01,0.8906305664410402
2015-11-01,0.9322270905192505
2015-12-01,0.918357975939021
2016-01-01,0.921234454168586
2016-02-01,0.9015506671474938
2016-03-01,0.8981498113885397
2016-04-01,0.8813678829543451
2016-05-01,0.884016973125884
2016-06-01,0.8903133903133903
2016-07-01,0.9045680687471733
2016-08-01,0.892299455697332
2016-09-01,0.8914244963451596
2016-10-01,0.9079353550027238
2016-11-01,0.9266123054114159
2016-12-01,0.948316737790422
2017-01-01,0.9402914903620123
2017-02-01,0.9389671361502347
2017-03-01,0.9353661958656815
2017-04-01,0.9333582228859437
2017-05-01,0.9049773755656109
2017-06-01,0.8902341315766047
2017-07-01,0.8673026886383347
2017-08-01,0.8465250148141877
2017-09-01,0.8394191219675984
2017-10-01,0.8507018290089324
2017-11-01,0.8515711487694798
2017-12-01,0.8448800270361608
2018-01-01,0.8198737394441256
2018-02-01,0.8103727714748784
2018-03-01,0.8107669855683476
2018-04-01,0.8149959250203749
2018-05-01,0.8458090163241141
2018-06-01,0.8562376915831835
2018-07-01,0.8557980316645271
2018-08-01,0.8660258075690656
2018-09-01,0.8571183680466272
2018-10-01,0.8704735376044568
2018-11-01,0.8799718409010912
2018-12-01,0.8787346221441126
2019-01-01,0.8758101243650377
2019-02-01,0.8811349017534584
2019-03-01,0.8852691218130312
2019-04-01,0.8901548869503294
2019-05-01,0.8938946992044337
2019-06-01,0.8853474988933157
2019-07-01,0.891981090000892
2019-08-01,0.8985533291400845
2019-09-01,0.9081827263645446
2019-10-01,0.904322662325918
2019-11-01,0.904895484571532
2019-12-01,0.8997660608241858
2020-01-01,0.9010632546404759
2020-02-01,0.9165062780680048
2020-03-01,0.9053050878145935
2020-04-01,0.9198785760279643
2020-05-01,0.9168423947923352
2020-06-01,0.8881783462119194
2020-07-01,0.8704735376044568
2020-08-01,0.8452370890034654
2020-09-01,0.848536274925753
2020-10-01,0.849762066621346
2020-11-01,0.8455944529003889
2020-12-01,0.8218277449046679
2021-01-01,0.8211528986697323
2021-02-01,0.8268562923763849
2021-03-01,0.8401949252226517
2021-04-01,0.8357709987463435
2021-05-01,0.8233163181294254
2021-06-01,0.8300132802124833
2021-07-01,0.8459521191100584
2021-08-01,0.8498342823149485
2021-09-01,0.8499787505312366
2021-10-01,0.8620689655172414
2021-11-01,0.8759635599159076
2021-12-01,0.8848774444739402
2022-01-01,0.8836264027569144
2022-02-01,0.8811349017534584
2022-03-01,0.9075233687267447
2022-04-01,0.9256687957048968
2022-05-01,0.9463423866754992
2022-06-01,0.9463423866754992
2022-07-01,0.983477576711251
2022-08-01,0.9872642906506073
2022-09-01,1.0102030508132134
2022-10-01,1.0149193139145438
2022-11-01,0.9811616954474096
2022-12-01,0.9441979038806535
2023-01-01,0.9279020135473693
2023-02-01,0.9344047841524948
2023-03-01,0.9336196433572963
2023-04-01,0.9122422915526364
2023-05-01,0.9202171712524155
2023-06-01,0.9225092250922509
2023-07-01,0.9035872413481522
2023-08-01,0.9165902841429882
2023-09-01,0.9370314842578711
2023-10-01,0.9465215333648841
2023-11-01,0.9242998428690267
2023-12-01,0.9166743056192135
2024-01-01,0.9175153683824203
2024-02-01,0.9265264523302141
2024-03-01,0.9199632014719411
2024-04-01,0.9324878776575904
2024-05-01,0.9250693802035153
2024-06-01,0.9291089844838799
2024-07-01,0.9219138932423712
2024-08-01,0.9074410163339383
