DATE	EXCAUS	EXCHUS	EXHKUS	EXJPUS	EXKOUS	EXMXUS	EXNOUS	EXSDUS	EXSIUS	EXSZUS	EXUSAL	EXUSEU	EXUSNZ	EXUSUK
1990-01-01	1.1720	4.7339	7.8116	144.9819	686.1842		6.5462	6.1776	1.8873	1.5175	0.7811		0.6022	1.6512
1990-02-01	1.1965	4.7339	7.8103	145.6932	692.4737		6.4760	6.1250	1.8641	1.4879	0.7593		0.5916	1.6961
1990-03-01	1.1800	4.7339	7.8129	153.3082	700.4952		6.5972	6.1683	1.8777	1.5133	0.7556		0.5847	1.6245
1990-04-01	1.1641	4.7339	7.7966	158.4586	708.7619		6.5457	6.1160	1.8783	1.4866	0.7637		0.5788	1.6372
1990-05-01	1.1747	4.7339	7.7877	154.0441	711.8476		6.4477	6.0560	1.8589	1.4198	0.7611		0.5729	1.6774
1990-06-01	1.1730	4.7339	7.7855	153.6957	718.0714		6.4700	6.0896	1.8471	1.4250	0.7790		0.5825	1.7103
1990-07-01	1.1570	4.7339	7.7704	149.0395	718.7450		6.2925	5.9470	1.8193	1.3924	0.7908		0.5915	1.8098
1990-08-01	1.1448	4.7339	7.7707	147.4609	718.2591		6.0810	5.7754	1.7905	1.3076	0.8087		0.6129	1.9013
1990-09-01	1.1583	4.7342	7.7647	138.4405	717.8737		6.0735	5.7663	1.7671	1.3069	0.8251		0.6208	1.8794
1990-10-01	1.1600	4.7339	7.7722	129.5909	717.7611		5.9150	5.6411	1.7257	1.2818	0.8006		0.6113	1.9456
1990-11-01	1.1635	4.9714	7.7951	129.2155	717.0300		5.7996	5.5633	1.7100	1.2569	0.7729		0.6112	1.9642
1990-12-01	1.1603	5.2352	7.8034	133.8890	718.5750		5.8717	5.6338	1.7275	1.2814	0.7702		0.5957	1.9219
1991-01-01	1.1560	5.2352	7.7950	133.6986	720.8250		5.8993	5.6345	1.7455	1.2714	0.7793		0.5948	1.9346
1991-02-01	1.1549	5.2352	7.7943	130.5358	723.9706		5.7919	5.5516	1.7180	1.2685	0.7835		0.6012	1.9641
1991-03-01	1.1572	5.2352	7.7911	137.3867	727.7316		6.2899	5.9081	1.7589	1.3918	0.7711		0.5939	1.8214
1991-04-01	1.1535	5.2767	7.7939	137.1127	728.3571		6.6198	6.1145	1.7688	1.4399	0.7795		0.5891	1.7497
1991-05-01	1.1499	5.3257	7.7798	138.2218	727.9905		6.6953	6.1578	1.7688	1.4574	0.7743		0.5865	1.7238
1991-06-01	1.1439	5.3667	7.7341	139.7475	727.9722		6.9542	6.4235	1.7782	1.5297	0.7598		0.5765	1.6497
1991-07-01	1.1493	5.3693	7.7610	137.8300	731.7636		6.9627	6.4609	1.7555	1.5481	0.7716		0.5668	1.6513
1991-08-01	1.1452	5.3725	7.7646	136.8164	733.9045		6.8118	6.3311	1.7269	1.5201	0.7823		0.5735	1.6841
1991-09-01	1.1370	5.3869	7.7524	134.2995	744.1789		6.6266	6.1652	1.7002	1.4803	0.7937		0.5799	1.7265
1991-10-01	1.1279	5.3917	7.7542	130.7723	753.5400		6.6136	6.1552	1.6940	1.4781	0.7925		0.5631	1.7231
1991-11-01	1.1302	5.3994	7.7591	129.6321	757.4368		6.3643	5.9246	1.6709	1.4348	0.7866		0.5635	1.7796
1991-12-01	1.1467	5.4232	7.7738	128.0395	761.6810		6.1558	5.7158	1.6453	1.3855	0.7712		0.5526	1.8272
1992-01-01	1.1571	5.4618	7.7612	125.4614	767.0905		6.2044	5.7461	1.6337	1.4039	0.7476		0.5419	1.8090
1992-02-01	1.1825	5.4776	7.7582	127.6989	769.9333		6.3472	5.8764	1.6361	1.4561	0.7518		0.5418	1.7778
1992-03-01	1.1928	5.4871	7.7463	132.8627	775.6750		6.5188	6.0263	1.6601	1.5094	0.7586		0.5479	1.7238
1992-04-01	1.1874	5.5098	7.7404	133.5395	783.0045		6.4606	5.9667	1.6567	1.5194	0.7624		0.5414	1.7566
1992-05-01	1.1991	5.5182	7.7421	130.7710	787.3526		6.3311	5.8462	1.6408	1.4907	0.7559		0.5351	1.8095
1992-06-01	1.1960	5.4893	7.7343	126.8355	793.6000		6.1493	5.6792	1.6240	1.4250	0.7556		0.5420	1.8551
1992-07-01	1.1924	5.4564	7.7341	125.8817	789.9273		5.8581	5.4084	1.6142	1.3347	0.7451		0.5461	1.9177
1992-08-01	1.1907	5.4417	7.7318	126.2310	792.5619		5.7120	5.2745	1.6077	1.2966	0.7248		0.5406	1.9434
1992-09-01	1.2225	5.5048	7.7298	122.5967	788.7611		5.8116	5.3685	1.5988	1.2780	0.7225		0.5411	1.8465
1992-10-01	1.2453	5.5486	7.7298	121.1652	786.7905		6.0562	5.6006	1.6081	1.3176	0.7148		0.5394	1.6529
1992-11-01	1.2674	5.6134	7.7348	123.8800	787.0947		6.4714	6.2528	1.6338	1.4291	0.6898		0.5200	1.5268
1992-12-01	1.2725	5.8106	7.7416	124.0409	791.7455		6.6804	6.8903	1.6397	1.4219	0.6897		0.5157	1.5510
1993-01-01	1.2779	5.7796	7.7376	124.9932	794.8722		6.8721	7.2536	1.6527	1.4774	0.6730		0.5127	1.5325
1993-02-01	1.2602	5.7874	7.7335	120.7595	799.2526		6.9779	7.5566	1.6463	1.5178	0.6829		0.5160	1.4395
1993-03-01	1.2471	5.7455	7.7332	117.0174	796.4174		6.9989	7.7362	1.6446	1.5206	0.7078		0.5303	1.4617
1993-04-01	1.2621	5.7202	7.7306	112.4114	798.6136		6.7738	7.4500	1.6228	1.4599	0.7115		0.5390	1.5447
1993-05-01	1.2698	5.7392	7.7290	110.3430	803.1947		6.8027	7.3271	1.6136	1.4504	0.6986		0.5429	1.5477
1993-06-01	1.2789	5.7504	7.7362	107.4118	805.9136		6.9986	7.4541	1.6175	1.4769	0.6749		0.5395	1.5082
1993-07-01	1.2820	5.7756	7.7556	107.6914	809.5810		7.3179	7.9802	1.6206	1.5147	0.6779		0.5490	1.4955
1993-08-01	1.3080	5.7906	7.7515	103.7650	811.9409		7.3579	8.0466	1.6100	1.4966	0.6774		0.5526	1.4914
1993-09-01	1.3215	5.8015	7.7384	105.5748	811.8429		7.0829	8.0170	1.5972	1.4182	0.6517		0.5516	1.5248
1993-10-01	1.3263	5.8013	7.7307	107.0200	813.4500		7.1755	8.0195	1.5735	1.4432	0.6610		0.5526	1.5023
1993-11-01	1.3174	5.8086	7.7272	107.8765	809.7900	3.1498	7.3882	8.2661	1.5950	1.4969	0.6647		0.5479	1.4808
1993-12-01	1.3308	5.8210	7.7245	109.9130	812.5696	3.1083	7.4211	8.3501	1.5975	1.4634	0.6736		0.5563	1.4913
1994-01-01	1.3173	8.7219	7.7251	111.4415	813.5450	3.1078	7.5064	8.1185	1.6037	1.4716	0.6961		0.5626	1.4923
1994-02-01	1.3424	8.7249	7.7353	106.3011	812.2421	3.1218	7.4885	7.9869	1.5873	1.4565	0.7161		0.5744	1.4792
1994-03-01	1.3644	8.7241	7.7268	105.0974	810.6870	3.3026	7.3419	7.9156	1.5819	1.4292	0.7109		0.5709	1.4919
1994-04-01	1.3830	8.7251	7.7269	103.4843	811.7095	3.3495	7.3680	7.8850	1.5628	1.4383	0.7156		0.5691	1.4823
1994-05-01	1.3808	8.6859	7.7262	103.7533	809.7905	3.3167	7.1789	7.7181	1.5464	1.4125	0.7243		0.5835	1.5042
1994-06-01	1.3836	8.6836	7.7309	102.5264	809.8636	3.3671	7.0686	7.7968	1.5310	1.3727	0.7329		0.5912	1.5262
1994-07-01	1.3826	8.6605	7.7265	98.4450	808.3900	3.4031	6.8560	7.7471	1.5137	1.3239	0.7341		0.6006	1.5467
1994-08-01	1.3783	8.6072	7.7272	99.9404	806.8304	3.3814	6.8644	7.7420	1.5045	1.3184	0.7401		0.6012	1.5422
1994-09-01	1.3540	8.5581	7.7275	98.7743	803.6905	3.4022	6.7961	7.5227	1.4885	1.2892	0.7420		0.6030	1.5661
1994-10-01	1.3503	8.5492	7.7276	98.3530	801.9750	3.4212	6.6166	7.2631	1.4761	1.2648	0.7379		0.6090	1.6064
1994-11-01	1.3647	8.5370	7.7306	98.0440	799.4550	3.4425	6.7297	7.3637	1.4682	1.2956	0.7549		0.6209	1.5892
1994-12-01	1.3893	8.5033	7.7379	100.1824	794.8143	3.9748	6.8561	7.5161	1.4657	1.3289	0.7739		0.6373	1.5587
1995-01-01	1.4132	8.4608	7.7439	99.7660	793.0750	5.6405	6.6968	7.4775	1.4532	1.2863	0.7647		0.6402	1.5746
1995-02-01	1.4005	8.4553	7.7314	98.2368	793.1947	5.6779	6.5974	7.3914	1.4541	1.2715	0.7447		0.6345	1.5720
1995-03-01	1.4077	8.4483	7.7318	90.5196	781.8130	6.7770	6.2730	7.2787	1.4216	1.1709	0.7345		0.6460	1.6002
1995-04-01	1.3762	8.4421	7.7336	83.6895	770.6100	6.2285	6.2050	7.3455	1.3986	1.1384	0.7356		0.6672	1.6073
1995-05-01	1.3609	8.3370	7.7351	85.1127	764.4318	5.9741	6.2980	7.3072	1.3947	1.1693	0.7272		0.6674	1.5874
1995-06-01	1.3775	8.3206	7.7356	84.6355	763.8818	6.2330	6.2387	7.2631	1.3953	1.1588	0.7196		0.6695	1.5948
1995-07-01	1.3612	8.3207	7.7385	87.3970	760.0450	6.1220	6.1710	7.1749	1.3984	1.1556	0.7279		0.6742	1.5952
1995-08-01	1.3552	8.3253	7.7416	94.7383	767.4217	6.2047	6.3438	7.2383	1.4116	1.1962	0.7414		0.6569	1.5668
1995-09-01	1.3509	8.3374	7.7368	100.5455	772.0400	6.3167	6.3943	7.1227	1.4331	1.1868	0.7537		0.6561	1.5590
1995-10-01	1.3458	8.3353	7.7317	100.8390	767.1952	6.7452	6.2397	6.8301	1.4231	1.1453	0.7570		0.6590	1.5779
1995-11-01	1.3534	8.3334	7.7338	101.9400	769.7810	7.6936	6.2536	6.6088	1.4128	1.1437	0.7453		0.6522	1.5625
1995-12-01	1.3693	8.3350	7.7345	101.8495	771.3050	7.6870	6.3579	6.6393	1.4148	1.1631	0.7405		0.6500	1.5405
1996-01-01	1.3669	8.3384	7.7329	105.7514	787.1333	7.4806	6.4275	6.7405	1.4211	1.1818	0.7417		0.6619	1.5288
1996-02-01	1.3752	8.3338	7.7323	105.7880	780.1150	7.5183	6.4103	6.8775	1.4115	1.1967	0.7556		0.6749	1.5360
1996-03-01	1.3656	8.3495	7.7325	105.9400	781.3143	7.5682	6.4277	6.7318	1.4095	1.1959	0.7714		0.6808	1.5271
1996-04-01	1.3592	8.3515	7.7345	107.1995	780.4182	7.4694	6.4901	6.7141	1.4085	1.2180	0.7857		0.6824	1.5160
1996-05-01	1.3693	8.3479	7.7363	106.3423	780.8591	7.4368	6.5748	6.7984	1.4074	1.2539	0.7970		0.6857	1.5152
1996-06-01	1.3658	8.3424	7.7404	108.9600	798.4500	7.5648	6.5376	6.6807	1.4090	1.2579	0.7912		0.6765	1.5416
1996-07-01	1.3697	8.3409	7.7379	109.1909	813.0318	7.6179	6.4465	6.6394	1.4160	1.2320	0.7897		0.6900	1.5530
1996-08-01	1.3722	8.3379	7.7345	107.8659	817.5227	7.5143	6.4153	6.6211	1.4124	1.2029	0.7830		0.6886	1.5499
1996-09-01	1.3694	8.3341	7.7328	109.9310	822.4000	7.5441	6.4613	6.6427	1.4086	1.2343	0.7928		0.6964	1.5593
1996-10-01	1.3508	8.3299	7.7322	112.4123	828.2364	7.7345	6.4810	6.6006	1.4124	1.2586	0.7918		0.7007	1.5863
1996-11-01	1.3381	8.3294	7.7323	112.2958	830.5632	7.9119	6.3554	6.6269	1.4025	1.2752	0.7968		0.7098	1.6623
1996-12-01	1.3622	8.3290	7.7355	113.9810	841.9190	7.8769	6.4716	6.8283	1.3999	1.3290	0.7966		0.7050	1.6639
1997-01-01	1.3494	8.3260	7.7397	117.9124	854.0714	7.8289	6.4589	7.0692	1.4061	1.3913	0.7776		0.7009	1.6585
1997-02-01	1.3556	8.3227	7.7474	122.9621	868.3947	7.8023	6.6323	7.4069	1.4193	1.4541	0.7677		0.6908	1.6256
1997-03-01	1.3725	8.3258	7.7460	122.7738	882.6190	7.9562	6.7915	7.6502	1.4378	1.4634	0.7875		0.6979	1.6096
1997-04-01	1.3942	8.3257	7.7483	125.6377	895.5682	7.9059	6.9932	7.6942	1.4417	1.4618	0.7787		0.6922	1.6293
1997-05-01	1.3804	8.3229	7.7431	119.1924	894.6667	7.9037	7.0797	7.6856	1.4368	1.4331	0.7751		0.6910	1.6322
1997-06-01	1.3843	8.3224	7.7445	114.2857	891.4048	7.9498	7.2240	7.7506	1.4271	1.4424	0.7542		0.6871	1.6449
1997-07-01	1.3775	8.3162	7.7454	115.3759	893.0909	7.8679	7.4545	7.8188	1.4521	1.4824	0.7420		0.6610	1.6694
1997-08-01	1.3905	8.3187	7.7436	117.9295	898.7095	7.7818	7.6224	7.9886	1.4977	1.5128	0.7404		0.6421	1.6035
1997-09-01	1.3872	8.3171	7.7440	120.8900	912.5048	7.7809	7.3008	7.6887	1.5164	1.4702	0.7231		0.6360	1.6013
1997-10-01	1.3869	8.3135	7.7373	121.0605	929.4182	7.8708	7.0807	7.5765	1.5597	1.4516	0.7197		0.6356	1.6330
1997-11-01	1.4128	8.3109	7.7314	125.3817	1035.2235	8.2716	7.0588	7.5595	1.5820	1.4069	0.6953		0.6242	1.6889
1997-12-01	1.4271	8.3099	7.7456	129.7341	1496.9000	8.1271	7.2630	7.7977	1.6518	1.4393	0.6619		0.5914	1.6597
1998-01-01	1.4409	8.3094	7.7425	129.5475	1707.3000	8.2272	7.5007	8.0193	1.7477	1.4748	0.6566		0.5793	1.6350
1998-02-01	1.4334	8.3072	7.7412	125.8516	1628.4211	8.5021	7.5530	8.0723	1.6509	1.4631	0.6744		0.5829	1.6408
1998-03-01	1.4166	8.3076	7.7458	129.0823	1489.3571	8.5681	7.5833	7.9677	1.6188	1.4901	0.6696		0.5726	1.6619
1998-04-01	1.4298	8.3058	7.7497	131.7536	1391.5455	8.5017	7.5315	7.8238	1.6007	1.5051	0.6523		0.5534	1.6723
1998-05-01	1.4452	8.3084	7.7490	134.8960	1399.0500	8.5848	7.4539	7.7026	1.6374	1.4790	0.6312		0.5388	1.6382
1998-06-01	1.4655	8.3100	7.7471	140.3305	1397.7727	8.9200	7.5785	7.9174	1.6941	1.4949	0.6046		0.5123	1.6504
1998-07-01	1.4869	8.3100	7.7483	140.7874	1295.7609	8.8990	7.6246	7.9942	1.7085	1.5136	0.6180		0.5185	1.6437
1998-08-01	1.5346	8.3100	7.7494	144.6800	1314.2857	9.3712	7.7248	8.1282	1.7571	1.4933	0.5888		0.5011	1.6342
1998-09-01	1.5218	8.3055	7.7480	134.4805	1375.5381	10.2192	7.5564	7.8816	1.7226	1.4000	0.5889		0.5044	1.6823
1998-10-01	1.5452	8.2778	7.7483	121.0486	1344.1429	10.1594	7.4294	7.8395	1.6378	1.3373	0.6179		0.5213	1.6944
1998-11-01	1.5404	8.2778	7.7432	120.2895	1294.0105	9.9685	7.4562	8.0140	1.6378	1.3852	0.6349		0.5340	1.6611
1998-12-01	1.5433	8.2780	7.7471	117.0709	1213.2182	9.9067	7.6050	8.0716	1.6515	1.3604	0.6182		0.5223	1.6708
1999-01-01	1.5194	8.2789	7.7486	113.2900	1175.1053	10.1279	7.4532	7.8188	1.6791	1.3856	0.6320	1.1591	0.5388	1.6498
1999-02-01	1.4977	8.2781	7.7490	116.6684	1188.8368	10.0057	7.7240	7.9532	1.7004	1.4272	0.6399	1.1203	0.5435	1.6276
1999-03-01	1.5176	8.2792	7.7493	119.4730	1229.7217	9.7324	7.8151	8.2144	1.7292	1.4660	0.6308	1.0886	0.5323	1.6213
1999-04-01	1.4881	8.2792	7.7495	119.7723	1209.9636	9.4304	7.7750	8.3293	1.7134	1.4971	0.6420	1.0701	0.5427	1.6089
1999-05-01	1.4611	8.2785	7.7531	121.9995	1197.9200	9.3955	7.7496	8.4432	1.7122	1.5078	0.6628	1.0630	0.5530	1.6154
1999-06-01	1.4695	8.2780	7.7575	120.7245	1168.9136	9.5146	7.8749	8.5065	1.7107	1.5374	0.6563	1.0377	0.5325	1.5950
1999-07-01	1.4890	8.2776	7.7603	119.3305	1189.0952	9.3699	7.9029	8.4431	1.6958	1.5474	0.6562	1.0370	0.5261	1.5751
1999-08-01	1.4932	8.2772	7.7638	113.2268	1198.3091	9.3979	7.8036	8.2589	1.6787	1.5093	0.6446	1.0605	0.5259	1.6058
1999-09-01	1.4771	8.2774	7.7665	106.8752	1201.0000	9.3413	7.8361	8.2264	1.6965	1.5262	0.6495	1.0497	0.5230	1.6247
1999-10-01	1.4776	8.2775	7.7696	105.9650	1205.2850	9.5752	7.7402	8.1492	1.6757	1.4896	0.6509	1.0706	0.5142	1.6572
1999-11-01	1.4674	8.2782	7.7718	104.6485	1176.9750	9.4161	7.9367	8.3586	1.6699	1.5543	0.6388	1.0328	0.5122	1.6205
1999-12-01	1.4722	8.2794	7.7728	102.5843	1136.8043	9.4271	8.0113	8.4910	1.6745	1.5841	0.6410	1.0110	0.5087	1.6132
2000-01-01	1.4486	8.2792	7.7791	105.2960	1130.9900	9.4935	8.0241	8.4918	1.6757	1.5903	0.6560	1.0131	0.5127	1.6404
2000-02-01	1.4512	8.2781	7.7816	109.3885	1129.7455	9.4265	8.2374	8.6480	1.7028	1.6348	0.6278	0.9834	0.4903	1.6000
2000-03-01	1.4608	8.2786	7.7848	106.3074	1116.3904	9.2886	8.4100	8.6971	1.7153	1.6636	0.6094	0.9643	0.4902	1.5799
2000-04-01	1.4689	8.2793	7.7880	105.6270	1110.3200	9.3937	8.6272	8.7486	1.7096	1.6657	0.5960	0.9449	0.4960	1.5823
2000-05-01	1.4957	8.2781	7.7907	108.3205	1119.4864	9.5059	9.0533	9.0925	1.7286	1.7190	0.5784	0.9059	0.4708	1.5090
2000-06-01	1.4770	8.2772	7.7934	106.1255	1117.9350	9.8343	8.6807	8.7471	1.7277	1.6420	0.5949	0.9505	0.4705	1.5092
2000-07-01	1.4778	8.2794	7.7969	108.2115	1115.0750	9.4192	8.7185	8.9640	1.7414	1.6519	0.5870	0.9386	0.4597	1.5076
2000-08-01	1.4828	8.2796	7.7995	108.0804	1114.4670	9.2724	8.9526	9.2771	1.7206	1.7149	0.5808	0.9045	0.4452	1.4889
2000-09-01	1.4864	8.2785	7.7985	106.8375	1117.5700	9.3615	9.2331	9.6853	1.7406	1.7586	0.5521	0.8695	0.4171	1.4336
2000-10-01	1.5125	8.2785	7.7977	108.4429	1131.0990	9.5370	9.3794	9.9930	1.7525	1.7745	0.5280	0.8525	0.4001	1.4506
2000-11-01	1.5426	8.2774	7.7991	109.0095	1156.5429	9.5081	9.3524	10.0965	1.7478	1.7779	0.5218	0.8552	0.3990	1.4258
2000-12-01	1.5219	8.2771	7.7991	112.2090	1216.9350	9.4673	9.0616	9.6604	1.7361	1.6855	0.5466	0.8983	0.4297	1.4629
2001-01-01	1.5032	8.2776	7.7998	116.6719	1272.6343	9.7688	8.7817	9.4910	1.7380	1.6305	0.5552	0.9376	0.4442	1.4775
2001-02-01	1.5216	8.2771	7.7999	116.2337	1252.8526	9.7108	8.9180	9.7518	1.7435	1.6686	0.5338	0.9205	0.4345	1.4525
2001-03-01	1.5587	8.2775	7.7999	121.5050	1291.4050	9.5990	8.9859	10.0516	1.7732	1.6908	0.5031	0.9083	0.4182	1.4445
2001-04-01	1.5578	8.2771	7.7993	123.7710	1327.7571	9.3276	9.0920	10.2035	1.8118	1.7131	0.5016	0.8925	0.4069	1.4348
2001-05-01	1.5411	8.2770	7.7999	121.7682	1298.8955	9.1475	9.1380	10.3513	1.8141	1.7528	0.5199	0.8753	0.4218	1.4265
2001-06-01	1.5245	8.2770	7.7997	122.3510	1295.0476	9.0881	9.3014	10.7930	1.8170	1.7856	0.5180	0.8530	0.4141	1.4020
2001-07-01	1.5308	8.2769	7.7999	124.4981	1305.2381	9.1682	9.2566	10.7603	1.8233	1.7570	0.5089	0.8615	0.4081	1.4148
2001-08-01	1.5399	8.2770	7.7997	121.3670	1285.6522	9.1332	8.9427	10.3329	1.7613	1.6808	0.5246	0.9014	0.4314	1.4372
2001-09-01	1.5679	8.2768	7.7997	118.6117	1293.8333	9.4253	8.7691	10.6353	1.7494	1.6338	0.5036	0.9114	0.4173	1.4638
2001-10-01	1.5717	8.2768	7.7999	121.4536	1302.3636	9.3391	8.8329	10.5661	1.8113	1.6357	0.5042	0.9050	0.4139	1.4501
2001-11-01	1.5922	8.2769	7.7996	122.4055	1282.1000	9.2250	8.9296	10.6117	1.8295	1.6509	0.5165	0.8883	0.4158	1.4356
2001-12-01	1.5788	8.2764	7.7989	127.5945	1292.2850	9.1574	8.9713	10.5753	1.8382	1.6566	0.5138	0.8912	0.4157	1.4413
2002-01-01	1.5997	8.2771	7.7989	132.6833	1316.3381	9.1636	8.9684	10.4561	1.8394	1.6709	0.5170	0.8832	0.4245	1.4322
2002-02-01	1.5964	8.2767	7.7996	133.6426	1320.5526	9.1050	8.9492	10.5501	1.8312	1.6970	0.5128	0.8707	0.4187	1.4227
2002-03-01	1.5877	8.2773	7.7997	131.0610	1322.9048	9.0640	8.8072	10.3324	1.8295	1.6743	0.5256	0.8766	0.4333	1.4230
2002-04-01	1.5815	8.2772	7.8000	130.7718	1318.0909	9.1649	8.6102	10.3070	1.8285	1.6542	0.5352	0.8860	0.4428	1.4429
2002-05-01	1.5502	8.2770	7.7994	126.3750	1262.2000	9.5099	8.2050	10.0642	1.8004	1.5889	0.5498	0.9170	0.4610	1.4598
2002-06-01	1.5318	8.2767	7.8000	123.2905	1219.6950	9.7671	7.7533	9.5376	1.7831	1.5399	0.5682	0.9561	0.4886	1.4837
2002-07-01	1.5456	8.2768	7.8000	117.8991	1179.9868	9.7792	7.4694	9.3474	1.7524	1.4718	0.5538	0.9935	0.4809	1.5565
2002-08-01	1.5694	8.2767	7.8000	118.9927	1197.5091	9.8389	7.6042	9.4610	1.7553	1.4972	0.5413	0.9781	0.4635	1.5368
2002-09-01	1.5761	8.2770	7.7999	121.0780	1211.6050	10.0708	7.5018	9.3400	1.7682	1.4931	0.5465	0.9806	0.4702	1.5563
2002-10-01	1.5780	8.2772	7.7995	123.9077	1240.1909	10.0941	7.4873	9.2846	1.7843	1.4932	0.5502	0.9812	0.4818	1.5575
2002-11-01	1.5715	8.2772	7.7994	121.6079	1210.2000	10.1952	7.3157	9.0652	1.7653	1.4658	0.5613	1.0013	0.4973	1.5711
2002-12-01	1.5592	8.2777	7.7988	121.8929	1206.6143	10.2251	7.1557	8.9303	1.7532	1.4388	0.5624	1.0194	0.5108	1.5863
2003-01-01	1.5414	8.2775	7.7994	118.8133	1176.4524	10.6223	6.9138	8.6368	1.7363	1.3765	0.5829	1.0622	0.5398	1.6175
2003-02-01	1.5121	8.2780	7.7995	119.3379	1190.3684	10.9447	7.0004	8.4837	1.7451	1.3602	0.5956	1.0785	0.5539	1.6079
2003-03-01	1.4761	8.2773	7.7991	118.6871	1237.2000	10.9053	7.2760	8.5440	1.7551	1.3614	0.6015	1.0797	0.5537	1.5825
2003-04-01	1.4582	8.2772	7.7996	119.8950	1231.1045	10.5887	7.2032	8.4314	1.7771	1.3783	0.6100	1.0862	0.5518	1.5739
2003-05-01	1.3840	8.2769	7.7991	117.3681	1201.2333	10.2528	6.8145	7.9213	1.7357	1.3111	0.6468	1.1556	0.5756	1.6224
2003-06-01	1.3525	8.2771	7.7988	118.3290	1194.1429	10.5028	7.0093	7.8116	1.7351	1.3196	0.6652	1.1674	0.5815	1.6609
2003-07-01	1.3821	8.2773	7.7992	118.6959	1181.1636	10.4581	7.2924	8.0929	1.7551	1.3611	0.6607	1.1365	0.5864	1.6221
2003-08-01	1.3963	8.2770	7.7993	118.6624	1178.6000	10.7830	7.4096	8.2821	1.7533	1.3811	0.6518	1.1155	0.5829	1.5939
2003-09-01	1.3634	8.2772	7.7850	114.8000	1165.4048	10.9229	7.2782	8.0426	1.7466	1.3743	0.6635	1.1267	0.5843	1.6155
2003-10-01	1.3221	8.2768	7.7427	109.4955	1169.3409	11.1796	7.0331	7.6957	1.7345	1.3222	0.6948	1.1714	0.6020	1.6792
2003-11-01	1.3130	8.2769	7.7637	109.1778	1186.3889	11.1494	7.0054	7.6799	1.7282	1.3318	0.7158	1.1710	0.6285	1.6897
2003-12-01	1.3128	8.2770	7.7645	107.7377	1192.3364	11.2515	6.7128	7.3395	1.7107	1.2643	0.7391	1.2298	0.6471	1.7516
2004-01-01	1.2958	8.2770	7.7663	106.2685	1183.3450	10.9203	6.8117	7.2334	1.6965	1.2391	0.7717	1.2638	0.6738	1.8255
2004-02-01	1.3299	8.2771	7.7748	106.7079	1167.5316	11.0319	6.9508	7.2630	1.6869	1.2448	0.7770	1.2640	0.6916	1.8673
2004-03-01	1.3286	8.2771	7.7930	108.5157	1166.2870	11.0190	6.9598	7.5322	1.6996	1.2778	0.7496	1.2261	0.6607	1.8261
2004-04-01	1.3420	8.2769	7.7970	107.6564	1152.8636	11.2701	6.9263	7.6496	1.6849	1.2969	0.7443	1.1989	0.6415	1.8031
2004-05-01	1.3789	8.2771	7.7971	112.1960	1177.8750	11.5199	6.8428	7.6097	1.7124	1.2839	0.7039	1.2000	0.6151	1.7860
2004-06-01	1.3578	8.2767	7.7980	109.4336	1159.0227	11.3926	6.8279	7.5323	1.7136	1.2503	0.6937	1.2146	0.6284	1.8279
2004-07-01	1.3225	8.2767	7.8000	109.4871	1158.7000	11.4678	6.9126	7.5027	1.7121	1.2452	0.7161	1.2266	0.6467	1.8438
2004-08-01	1.3127	8.2768	7.7997	110.2336	1158.0318	11.3953	6.8369	7.5362	1.7145	1.2623	0.7111	1.2191	0.6561	1.8203
2004-09-01	1.2881	8.2767	7.7995	110.0914	1148.7190	11.4870	6.8416	7.4356	1.6948	1.2629	0.7028	1.2224	0.6594	1.7937
2004-10-01	1.2469	8.2765	7.7889	108.7835	1141.5700	11.4037	6.5809	7.2453	1.6767	1.2330	0.7337	1.2507	0.6846	1.8077
2004-11-01	1.1968	8.2765	7.7755	104.6990	1086.4350	11.3710	6.2700	6.9257	1.6505	1.1711	0.7704	1.2997	0.7009	1.8607
2004-12-01	1.2189	8.2765	7.7760	103.8104	1050.3739	11.2012	6.1355	6.6969	1.6402	1.1465	0.7675	1.3406	0.7149	1.9286
2005-01-01	1.2248	8.2765	7.7948	103.3410	1037.9825	11.2627	6.2672	6.8991	1.6377	1.1792	0.7668	1.3123	0.7065	1.8797
2005-02-01	1.2401	8.2765	7.7994	104.9442	1023.1105	11.1373	6.3960	6.9800	1.6381	1.1918	0.7812	1.3013	0.7155	1.8871
2005-03-01	1.2160	8.2765	7.7994	105.2543	1007.7761	11.1552	6.2116	6.8954	1.6308	1.1756	0.7848	1.3185	0.7300	1.9043
2005-04-01	1.2359	8.2765	7.7984	107.1938	1010.0667	11.1121	6.3147	7.0814	1.6511	1.1954	0.7738	1.2943	0.7209	1.8961
2005-05-01	1.2555	8.2765	7.7914	106.5952	1001.8386	10.9764	6.3656	7.2382	1.6507	1.2172	0.7663	1.2697	0.7191	1.8559
2005-06-01	1.2402	8.2765	7.7755	108.7473	1012.4600	10.8197	6.4936	7.6229	1.6723	1.2665	0.7667	1.2155	0.7083	1.8177
2005-07-01	1.2229	8.2264	7.7751	111.9535	1036.5600	10.6724	6.5783	7.8263	1.6815	1.2945	0.7524	1.2041	0.6789	1.7507
2005-08-01	1.2043	8.1017	7.7709	110.6065	1021.6804	10.6862	6.4367	7.5951	1.6623	1.2629	0.7614	1.2295	0.6956	1.7944
2005-09-01	1.1777	8.0919	7.7618	111.2390	1029.8433	10.7858	6.3830	7.6300	1.6820	1.2671	0.7651	1.2234	0.6987	1.8064
